Sample_date,Sample_Time,DateTime, Station, Layer,SampleDepth_m,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,BGA_RFU,Temp_C
6/8/2016,10:30:26,06/08/16 10:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.35,7.48,6.17,0.3,4.7,,22.64
6/8/2016,10:45:25,06/08/16 10:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.35,7.48,6.2,0.4,5.1,,22.63
6/8/2016,11:0:26,06/08/16 11:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.37,7.47,6.28,0.6,4.6,,22.51
6/8/2016,11:15:25,06/08/16 11:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.4,7.46,6.3,1.1,3.4,,22.41
6/8/2016,11:30:26,06/08/16 11:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.38,7.47,6.3,0.8,3.5,,22.46
6/8/2016,11:45:26,06/08/16 11:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.28,7.44,6.15,0.7,4.6,,22.53
6/8/2016,12:0:26,06/08/16 12:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.23,7.42,6.08,0.8,3.8,,22.6
6/8/2016,12:15:26,06/08/16 12:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.21,7.43,6.18,0.7,3.9,,22.64
6/8/2016,12:30:26,06/08/16 12:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.36,7.49,6.55,0.5,3.1,,22.59
6/8/2016,12:45:26,06/08/16 12:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.37,7.48,6.49,0.2,3,,22.65
6/8/2016,13:0:26,06/08/16 13:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.38,7.48,6.35,1.8,4.2,,22.8
6/8/2016,13:15:26,06/08/16 13:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.44,7.5,6.37,2.5,4.6,,22.76
6/8/2016,13:30:26,06/08/16 13:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.52,7.49,6.31,3.1,6,,22.62
6/8/2016,13:45:26,06/08/16 13:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.58,7.45,5.97,4.2,3.4,,22.5
6/8/2016,14:0:25,06/08/16 14:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.59,7.44,5.99,3.6,4.2,,22.48
6/8/2016,14:15:26,06/08/16 14:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.7,7.42,5.79,3.6,3.8,,22.35
6/8/2016,14:30:26,06/08/16 14:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.8,7.4,5.59,2.9,4.5,,22.18
6/8/2016,14:45:26,06/08/16 14:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.82,7.4,5.63,2.5,4.2,,22.17
6/8/2016,15:0:25,06/08/16 15:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.81,7.42,5.76,1.9,3.7,,22.21
6/8/2016,15:15:25,06/08/16 15:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.85,7.41,5.52,1.9,3.3,,22.13
6/8/2016,15:30:26,06/08/16 15:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.08,7.35,5.27,2.9,4.9,,21.87
6/8/2016,15:45:26,06/08/16 15:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.21,7.38,5.38,2.8,6.8,,21.66
6/8/2016,16:0:26,06/08/16 16:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.28,7.37,5.37,2.9,7.2,,21.52
6/8/2016,16:15:26,06/08/16 16:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.3,7.37,5.25,3.3,6.6,,21.43
6/8/2016,16:30:26,06/08/16 16:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.38,5.38,3.9,7.8,,21.45
6/8/2016,16:45:26,06/08/16 16:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.37,5.31,3.4,8,,21.3
6/8/2016,17:0:26,06/08/16 17:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.27,7.41,5.64,3.2,8.7,,21.49
6/8/2016,17:15:26,06/08/16 17:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.21,7.44,5.72,3.6,8,,21.59
6/8/2016,17:30:26,06/08/16 17:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.2,7.43,5.62,3.2,7.6,,21.6
6/8/2016,17:45:26,06/08/16 17:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.38,5.37,3,5.8,,21.34
6/8/2016,18:0:26,06/08/16 18:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.2,7.42,5.62,2,6.4,,21.45
6/8/2016,18:15:26,06/08/16 18:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.18,7.42,5.72,2.4,6.4,,21.4
6/8/2016,18:30:26,06/08/16 18:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.36,5.23,2.3,4.4,,21.13
6/8/2016,18:45:26,06/08/16 18:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.41,7.35,5.13,1.7,4.3,,20.96
6/8/2016,19:0:26,06/08/16 19:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.31,7.38,5.46,2.8,5.1,,21.1
6/8/2016,19:15:26,06/08/16 19:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.39,7.36,5.21,3.4,5.5,,20.99
6/8/2016,19:30:25,06/08/16 19:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.47,7.33,4.99,3.6,5.2,,20.87
6/8/2016,19:45:25,06/08/16 19:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.36,5.2,2.9,5.8,,21.01
6/8/2016,20:0:26,06/08/16 20:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.44,7.3,4.8,6.4,3.3,,20.95
6/8/2016,20:15:26,06/08/16 20:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.34,4.91,3.6,4.7,,21.05
6/8/2016,20:30:26,06/08/16 20:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.37,7.34,5.11,3.4,5.6,,21.06
6/8/2016,20:45:26,06/08/16 20:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.3,7.36,5.09,3.2,5.5,,21.13
6/8/2016,21:0:26,06/08/16 21:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.25,7.39,5.34,3.2,5.6,,21.18
6/8/2016,21:15:25,06/08/16 21:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.22,7.41,5.42,2.8,5.6,,21.29
6/8/2016,21:30:26,06/08/16 21:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.38,7.36,4.92,2.4,3.9,,21.11
6/8/2016,21:45:26,06/08/16 21:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.41,7.3,4.7,3.5,2.6,,21.04
6/8/2016,22:0:26,06/08/16 22:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.46,7.28,4.54,3.6,4.9,,20.98
6/8/2016,22:15:26,06/08/16 22:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.37,7.27,4.47,3.9,7.4,,21.04
6/8/2016,22:30:26,06/08/16 22:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.33,7.28,4.55,2.9,7.7,,21.05
6/8/2016,22:45:26,06/08/16 22:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.29,7.31,4.78,1.9,7.8,,21.07
6/8/2016,23:0:26,06/08/16 23:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,12.2,7.33,5.05,2.7,5.6,,20.97
6/8/2016,23:15:26,06/08/16 23:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.91,7.49,6.13,1.1,5.5,,20.92
6/8/2016,23:30:26,06/08/16 23:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.88,7.37,5.44,3.3,5.8,,20.8
6/8/2016,23:45:26,06/08/16 23:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.97,7.3,4.85,3.9,5.1,,20.83
6/9/2016,0:0:26,06/09/16 00:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.84,7.29,4.69,4.7,4.3,,20.92
6/9/2016,0:15:26,06/09/16 00:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.66,7.29,4.74,6.1,5.5,,21.06
6/9/2016,0:30:26,06/09/16 00:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.64,7.29,4.73,6,5.4,,21.09
6/9/2016,0:45:26,06/09/16 00:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.46,7.28,4.72,6.7,4.6,,21.14
6/9/2016,1:0:26,06/09/16 01:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.25,7.29,4.77,6.6,4.4,,21.22
6/9/2016,1:15:26,06/09/16 01:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.26,7.27,4.63,6.7,4.5,,21.22
6/9/2016,1:30:26,06/09/16 01:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.04,7.27,4.66,7.2,5,,21.35
6/9/2016,1:45:26,06/09/16 01:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.07,7.26,4.55,7.7,5.9,,21.35
6/9/2016,2:0:26,06/09/16 02:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.96,7.26,4.57,6.8,5.7,,21.35
6/9/2016,2:15:26,06/09/16 02:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.98,7.27,4.71,6.5,5.5,,21.27
6/9/2016,2:30:26,06/09/16 02:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.09,7.27,4.61,6.1,5.7,,21.26
6/9/2016,2:45:26,06/09/16 02:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.06,7.26,4.66,7.3,6.2,,21.26
6/9/2016,3:0:26,06/09/16 03:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.9,7.26,4.68,5.8,5.5,,21.32
6/9/2016,3:15:26,06/09/16 03:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.81,7.26,4.71,4.7,5.7,,21.33
6/9/2016,3:30:26,06/09/16 03:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.06,7.33,5.35,4.1,6.2,,21.16
6/9/2016,3:45:26,06/09/16 03:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.25,7.31,5.07,2.7,4.5,,20.48
6/9/2016,4:0:26,06/09/16 04:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.08,7.32,5.22,3.4,5.6,,20.56
6/9/2016,4:15:26,06/09/16 04:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.05,7.31,5.19,3.3,4.9,,20.59
6/9/2016,4:30:26,06/09/16 04:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.26,7.33,5.32,2.8,4.5,,20.43
6/9/2016,4:45:26,06/09/16 04:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.22,7.34,5.38,2.6,3.9,,20.4
6/9/2016,5:0:26,06/09/16 05:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.34,7.32,5.25,2.7,3.8,,20.5
6/9/2016,5:15:26,06/09/16 05:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.22,7.32,5.2,2.4,4.1,,20.37
6/9/2016,5:30:26,06/09/16 05:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.31,7.36,5.47,1.9,4.3,,20.23
6/9/2016,5:45:26,06/09/16 05:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.36,7.35,5.52,2.1,4.5,,20.26
6/9/2016,6:0:26,06/09/16 06:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.39,7.36,5.54,1.4,4.9,,20.22
6/9/2016,6:15:26,06/09/16 06:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.47,7.36,5.45,1,4,,20.34
6/9/2016,6:30:26,06/09/16 06:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.49,7.35,5.36,1.2,4.3,,20.23
6/9/2016,6:45:26,06/09/16 06:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.42,7.34,5.2,1.4,4.2,,20.28
6/9/2016,7:0:26,06/09/16 07:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.6,7.35,5.23,1.2,4.1,,20.34
6/9/2016,7:15:26,06/09/16 07:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.69,7.36,5.39,1.3,4.6,,20.45
6/9/2016,7:30:26,06/09/16 07:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.68,7.35,5.36,1.4,3.8,,20.46
6/9/2016,7:45:26,06/09/16 07:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.51,7.36,5.49,1.7,3.7,,20.46
6/9/2016,8:0:26,06/09/16 08:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.69,7.4,5.55,1,5.3,,20.55
6/9/2016,8:15:26,06/09/16 08:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.38,7.45,5.99,0.9,4.5,,20.46
6/9/2016,8:30:26,06/09/16 08:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.27,7.47,5.98,0.4,4.1,,20.46
6/9/2016,8:45:26,06/09/16 08:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.45,7.47,5.99,0.7,4.2,,20.53
6/9/2016,9:0:26,06/09/16 09:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.2,7.5,6.2,0.3,3.8,,20.52
6/9/2016,9:15:26,06/09/16 09:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.29,7.48,6.1,0.1,3.2,,20.62
6/9/2016,9:30:26,06/09/16 09:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.38,7.46,5.99,0.3,3.6,,20.74
6/9/2016,9:45:26,06/09/16 09:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.41,7.43,5.84,0.3,2.9,,20.79
6/9/2016,10:0:26,06/09/16 10:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.23,7.47,6.23,-0.1,3.8,,20.75
6/9/2016,10:15:26,06/09/16 10:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.23,7.47,6.19,0.3,3.4,,20.84
6/9/2016,10:30:26,06/09/16 10:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11,7.46,6.24,-0.5,2.3,,20.79
6/9/2016,10:45:26,06/09/16 10:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.83,7.47,6.4,-0.6,2.4,,20.96
6/9/2016,11:0:26,06/09/16 11:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.02,7.52,6.7,-0.5,2.8,,21.03
6/9/2016,11:15:26,06/09/16 11:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.92,7.45,6.27,-0.7,2.4,,21.09
6/9/2016,11:30:26,06/09/16 11:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.08,7.42,5.99,-0.4,2.7,,21.14
6/9/2016,11:45:26,06/09/16 11:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.15,7.43,6.1,-0.1,2.7,,21.23
6/9/2016,12:0:26,06/09/16 12:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.11,7.41,6.02,0.6,2.8,,21.29
6/9/2016,12:15:26,06/09/16 12:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.01,7.42,6.07,0,2.1,,21.31
6/9/2016,12:30:25,06/09/16 12:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.98,7.41,6.06,0.3,2.6,,21.4
6/9/2016,12:45:26,06/09/16 12:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.98,7.4,6.04,1,2.1,,21.54
6/9/2016,13:0:26,06/09/16 13:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.94,7.38,5.88,1.5,1.9,,21.66
6/9/2016,13:15:26,06/09/16 13:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.9,7.34,5.67,1.7,1.9,,21.71
6/9/2016,13:30:26,06/09/16 13:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.88,7.35,5.76,1.2,2.5,,21.79
6/9/2016,13:45:26,06/09/16 13:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.87,7.35,5.78,0.7,1.4,,21.82
6/9/2016,14:0:26,06/09/16 14:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.88,7.35,5.74,0.6,2.2,,21.83
6/9/2016,14:15:26,06/09/16 14:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.94,7.39,6.08,0.3,2.3,,21.86
6/9/2016,14:30:26,06/09/16 14:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.01,7.39,6.06,-0.4,1.9,,21.8
6/9/2016,14:45:26,06/09/16 14:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.18,7.41,6.06,0.4,2.4,,21.96
6/9/2016,15:0:26,06/09/16 15:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.23,7.43,6.19,0.6,2.7,,21.99
6/9/2016,15:15:26,06/09/16 15:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.25,7.44,6.19,0.3,2.9,,21.96
6/9/2016,15:30:26,06/09/16 15:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.32,7.43,6.14,0.2,2.7,,21.88
6/9/2016,15:45:26,06/09/16 15:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.31,7.45,6.3,0.8,3.3,,22.05
6/9/2016,16:0:26,06/09/16 16:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.46,7.44,6.09,0.3,3.6,,21.96
6/9/2016,16:15:26,06/09/16 16:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.54,7.44,6.11,0.4,4.4,,21.91
6/9/2016,16:30:26,06/09/16 16:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.59,7.43,5.94,0.9,4.7,,21.79
6/9/2016,16:45:26,06/09/16 16:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.58,7.48,6.29,0.9,5.1,,22.1
6/9/2016,17:0:26,06/09/16 17:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.58,7.45,6.09,0.6,3.9,,21.99
6/9/2016,17:15:26,06/09/16 17:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.5,7.44,6.11,0.2,3.5,,22.07
6/9/2016,17:30:26,06/09/16 17:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.44,7.41,5.96,0,2.3,,21.94
6/9/2016,17:45:26,06/09/16 17:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.38,7.43,6.14,-0.1,2.6,,22.05
6/9/2016,18:0:26,06/09/16 18:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.39,7.46,6.31,0,1.4,,22.19
6/9/2016,18:15:26,06/09/16 18:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.41,7.5,6.51,-0.2,3.4,,22.22
6/9/2016,18:30:26,06/09/16 18:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.45,7.59,6.92,0.4,4.6,,22.51
6/9/2016,18:45:26,06/09/16 18:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.45,7.61,7.18,0.5,4.1,,22.54
6/9/2016,19:0:26,06/09/16 19:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.48,7.56,6.87,0.4,3.7,,22.37
6/9/2016,19:15:26,06/09/16 19:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.44,7.53,6.79,1.6,2.6,,22.27
6/9/2016,19:30:26,06/09/16 19:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.43,7.54,6.75,2,4,,22.37
6/9/2016,19:45:26,06/09/16 19:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.46,7.55,6.85,2.8,3.6,,22.38
6/9/2016,20:0:26,06/09/16 20:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.46,7.53,6.66,2.5,4.4,,22.27
6/9/2016,20:15:26,06/09/16 20:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.46,7.56,6.86,3.1,4.3,,22.39
6/9/2016,20:30:26,06/09/16 20:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.47,7.54,6.87,2.2,4.9,,22.26
6/9/2016,20:45:26,06/09/16 20:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.48,7.57,7.02,2.8,4.2,,22.4
6/9/2016,21:0:26,06/09/16 21:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.49,7.56,6.87,2.6,4.1,,22.4
6/9/2016,21:15:26,06/09/16 21:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.52,7.6,7.11,3.3,4.5,,22.5
6/9/2016,21:30:26,06/09/16 21:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.51,7.62,7.22,2.7,5.4,,22.5
6/9/2016,21:45:26,06/09/16 21:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.51,7.58,6.92,2.8,4,,22.42
6/9/2016,22:0:26,06/09/16 22:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.5,7.5,6.45,1.6,3.5,,22.09
6/9/2016,22:15:26,06/09/16 22:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.51,7.58,6.93,2.2,4.9,,22.36
6/9/2016,22:30:26,06/09/16 22:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.49,7.48,6.2,2.1,3.2,,22.05
6/9/2016,22:45:26,06/09/16 22:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.49,7.47,6.05,1.3,2.9,,22.01
6/9/2016,23:0:26,06/09/16 23:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.48,7.53,6.36,1,2.4,,22.05
6/9/2016,23:15:26,06/09/16 23:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.45,7.52,6.42,1.3,4.2,,21.94
6/9/2016,23:30:26,06/09/16 23:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.32,7.55,6.51,0.2,3.5,,21.67
6/9/2016,23:45:26,06/09/16 23:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.1,7.61,6.96,0,4.8,,21.47
6/10/2016,0:0:26,06/10/16 00:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.26,7.52,6.4,1.7,4,,21.66
6/10/2016,0:15:26,06/10/16 00:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,10.74,7.76,7.65,0.3,5,,21.09
6/10/2016,0:30:26,06/10/16 00:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.2,7.48,6.21,1.5,3,,21.62
6/10/2016,0:45:26,06/10/16 00:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.15,7.44,6.02,2,3,,21.5
6/10/2016,1:0:27,06/10/16 01:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.29,7.36,5.61,2.1,1.2,,21.58
6/10/2016,1:15:26,06/10/16 01:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.32,7.36,5.64,2.3,2,,21.5
6/10/2016,1:30:26,06/10/16 01:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.37,7.35,5.58,1.8,2.3,,21.4
6/10/2016,1:45:26,06/10/16 01:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.26,7.35,5.56,1.5,2.3,,21.3
6/10/2016,2:0:26,06/10/16 02:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.21,7.35,5.52,1.8,2.1,,21.33
6/10/2016,2:15:26,06/10/16 02:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.17,7.34,5.55,1.8,2.7,,21.35
6/10/2016,2:30:26,06/10/16 02:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.16,7.34,5.62,1.5,2.3,,21.3
6/10/2016,2:45:26,06/10/16 02:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.16,7.35,5.7,2,2.8,,21.27
6/10/2016,3:0:26,06/10/16 03:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.24,7.36,5.8,2.6,2,,21.25
6/10/2016,3:15:26,06/10/16 03:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.29,7.36,5.82,2.3,2.3,,21.25
6/10/2016,3:30:26,06/10/16 03:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.25,7.36,5.89,4.7,3.3,,21.25
6/10/2016,3:45:27,06/10/16 03:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.33,7.4,6.04,6,4.2,,21.3
6/10/2016,4:0:26,06/10/16 04:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.37,7.41,6.08,12.6,6,,21.45
6/10/2016,4:15:26,06/10/16 04:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.2,7.45,6.24,5.5,3.4,,21.09
6/10/2016,4:30:26,06/10/16 04:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.3,7.4,6.02,9.7,3.5,,21.18
6/10/2016,4:45:26,06/10/16 04:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.34,7.39,5.85,16.6,2.9,,21.19
6/10/2016,5:0:26,06/10/16 05:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.28,7.42,6.13,12.5,3.9,,21.01
6/10/2016,5:15:26,06/10/16 05:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.23,7.46,6.34,6.1,3.1,,20.85
6/10/2016,5:30:26,06/10/16 05:30, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.15,7.45,6.23,5,2.7,,20.81
6/10/2016,5:45:26,06/10/16 05:45, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.21,7.44,6.04,3,2.3,,20.81
6/10/2016,6:0:26,06/10/16 06:00, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.31,7.45,6.16,1.9,2.9,,20.66
6/10/2016,6:15:26,06/10/16 06:15, Chesapeake Bay Segment 3 - Sandy Point South Beach,BS,,11.24,7.45,6.17,2.1,2.5,,20.64
