MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	5	M 	ISM	M1	WTEMP		27.5	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	4	M 	ISM	M1	WTEMP		27.6	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	3	M 	ISM	M1	WTEMP		27.5	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	1	M 	ISM	M1	WTEMP		28.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	419949	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	7/26/16	12:20:00	32			31	M 	ISM	M1	WTEMP		24.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	7	AP	ISM	M1	WTEMP		27.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	18	BP	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	31	B 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	11	M 	ISM	M1	WTEMP		26.3	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	10	M 	ISM	M1	WTEMP		26.6	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	9	M 	ISM	M1	WTEMP		27	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	8	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	5	M 	ISM	M1	WTEMP		27.3	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	3	M 	ISM	M1	WTEMP		27.3	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	2	M 	ISM	M1	WTEMP		27.3	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	1	M 	ISM	M1	WTEMP		27.3	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	29	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	27	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	25	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	23	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	21	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	19	M 	ISM	M1	WTEMP		26	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	17	M 	ISM	M1	WTEMP		26.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	16	M 	ISM	M1	WTEMP		26.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	15	M 	ISM	M1	WTEMP		26.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	14	M 	ISM	M1	WTEMP		26.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	13	M 	ISM	M1	WTEMP		26.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421706	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/9/16	13:29:00	32	8.5	16.5	12	M 	ISM	M1	WTEMP		26.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	0.5	S 	ISM	M1	WTEMP		28.4	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	25	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	23	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	21	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	19	M 	ISM	M1	WTEMP		27.2	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	29	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.1C	421707	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.1C	8/30/16	12:57:00	32	3.5	14.5	27	M 	ISM	M1	WTEMP		27.1	DEG C	F01 						38.82593	-76.39945
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	0.5	S 	D	S1	CHLA		9.612	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	7	AP	D	S1	CHLA		8.277	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	27	B 	D	S1	CHLA		1.335	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	25	BP	D	S1	CHLA		1.469	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	4	AP	D	S1	CHLA		9.826	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	26	B 	D	S1	CHLA		0.915	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	12	BP	D	S1	CHLA		1.373	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	0.5	S 	D	S1	CHLA		14.311	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	6	AP	D	S1	CHLA		10.787	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	26	B 	D	S1	CHLA		0.748	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	14	BP	D	S1	CHLA		1.816	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	0.5	S 	D	S1	CHLA		12.496	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	9	AP	D	S1	CHLA		12.358	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	26	B 	D	S1	CHLA		0.763	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	20	BP	D	S1	CHLA		0.763	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	0.5	S 	D	S1	CHLA		12.053	UG/L	L01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	0.5	S 	D	S1	DIN		0.0051	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	20	BP	D	S1	DIN		0.0599	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	26	B 	D	S1	DIN		0.0702	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421713	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/30/16	11:10:00	27	10.5	18.5	9	AP	D	S1	DIN		0.0075	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	0.5	S 	D	S1	DIN		0.0108	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	14	BP	D	S1	DIN		0.1385	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	26	B 	D	S1	DIN		0.2381	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	6	AP	D	S1	DIN		0.0123	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	0.5	S 	D	S1	DIN		0.0127	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	12	BP	D	S1	DIN		0.0739	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	26	B 	D	S1	DIN		0.1557	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	4	AP	D	S1	DIN		0.0137	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	25	BP	D	S1	DIN		0.1676	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	27	B 	D	S1	DIN		0.1608	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	7	AP	D	S1	DIN		0.0112	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	0.5	S 	D	S1	DIN		0.0063	MG/L	D01 	CBL					38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	7	AP	ISM	M1	DO		7.4	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	27	B 	ISM	M1	DO		1.5	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	25	BP	ISM	M1	DO		1.5	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	1	M 	ISM	M1	DO		8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	2	M 	ISM	M1	DO		8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	3	M 	ISM	M1	DO		7.9	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	5	M 	ISM	M1	DO		7.7	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	8	M 	ISM	M1	DO		6.9	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	9	M 	ISM	M1	DO		3.8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	10	M 	ISM	M1	DO		0.73	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	0.5	S 	ISM	M1	DO		8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	23	M 	ISM	M1	DO		1.4	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	24	M 	ISM	M1	DO		1.4	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	19	M 	ISM	M1	DO		1	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	20	M 	ISM	M1	DO		1.2	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	21	M 	ISM	M1	DO		1.2	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	22	M 	ISM	M1	DO		1.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	11	M 	ISM	M1	DO		0.74	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	12	M 	ISM	M1	DO		0.77	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	13	M 	ISM	M1	DO		0.78	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	14	M 	ISM	M1	DO		0.75	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	15	M 	ISM	M1	DO		0.69	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	16	M 	ISM	M1	DO		0.66	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	17	M 	ISM	M1	DO		0.76	MG/L	F01 						38.64618	-76.42127
CB4.2C	419911	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	6/28/16	11:16:00	28	8.5	23.5	18	M 	ISM	M1	DO		0.9	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			13	M 	ISM	M1	DO		0.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			15	M 	ISM	M1	DO		0.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			17	M 	ISM	M1	DO		0.31	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			19	M 	ISM	M1	DO		0.31	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			21	M 	ISM	M1	DO		0.32	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			23	M 	ISM	M1	DO		0.34	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			25	M 	ISM	M1	DO		0.35	MG/L	F01 						38.64618	-76.42127
CB4.2C	419955	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/26/16	10:52:00	27.5			26	M 	ISM	M1	DO		0.38	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	6	AP	ISM	M1	DO		6.9	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	26	B 	ISM	M1	DO		0.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	14	BP	ISM	M1	DO		0.27	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	1	M 	ISM	M1	DO		7.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	2	M 	ISM	M1	DO		7.3	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	3	M 	ISM	M1	DO		7.2	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	5	M 	ISM	M1	DO		7	MG/L	F01 						38.64618	-76.42127
CB4.2C	421712	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	8/9/16	11:42:00	27.5	7.5	12.5	7	M 	ISM	M1	DO		6.5	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	4	AP	ISM	M1	DO		6.7	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	26	B 	ISM	M1	DO		0.64	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	12	BP	ISM	M1	DO		0.59	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	1	M 	ISM	M1	DO		8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	2	M 	ISM	M1	DO		7.8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	3	M 	ISM	M1	DO		7.4	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	5	M 	ISM	M1	DO		5.9	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	6	M 	ISM	M1	DO		4.6	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	7	M 	ISM	M1	DO		4.6	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	8	M 	ISM	M1	DO		2.8	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	9	M 	ISM	M1	DO		1.58	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	10	M 	ISM	M1	DO		0.71	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	11	M 	ISM	M1	DO		0.69	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	13	M 	ISM	M1	DO		0.61	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	14	M 	ISM	M1	DO		0.68	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	15	M 	ISM	M1	DO		0.66	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	17	M 	ISM	M1	DO		0.6	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	19	M 	ISM	M1	DO		0.59	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	21	M 	ISM	M1	DO		0.59	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	23	M 	ISM	M1	DO		0.59	MG/L	F01 						38.64618	-76.42127
CB4.2C	419954	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB4.2C	7/12/16	11:46:00	27.5	5.5	10.5	25	M 	ISM	M1	DO		0.6	MG/L	F01 						38.64618	-76.42127
