MonitoringStation	EventId	Cruise	Program	Project	Agency	Source	Station	SampleDate	SampleTime	TotalDepth	UpperPycnocline	LowerPycnocline	Depth	Layer	SampleType	SampleReplicateType	Parameter	Qualifier	MeasureValue	Unit	Method	Lab	Problem	PrecisionPC	BiasPC	Details	Latitude	Longitude
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	ISM	M1	SPCOND		12500.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			7	M 	ISM	M1	SPCOND		17500.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			5	M 	ISM	M1	SPCOND		15900.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			3	M 	ISM	M1	SPCOND		13900.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			2	M 	ISM	M1	SPCOND		13500.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	ISM	M1	SPCOND		13100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			13	M 	ISM	M1	SPCOND		19100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			11	M 	ISM	M1	SPCOND		18600.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	419939	BAY677	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/27/2016	09:27:00	14			9	M 	ISM	M1	SPCOND		17900.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	8	M 	ISM	M1	SPCOND		18100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	9	M 	ISM	M1	SPCOND		18100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	10	M 	ISM	M1	SPCOND		19100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	12	M 	ISM	M1	SPCOND		19300.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	ISM	M1	SPCOND		19500.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	ISM	M1	SPCOND		19200.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	1	M 	ISM	M1	SPCOND		13000.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	3	M 	ISM	M1	SPCOND		13100.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	4	M 	ISM	M1	SPCOND		15900.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	5	M 	ISM	M1	SPCOND		16400.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	6	M 	ISM	M1	SPCOND		16700.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	7	M 	ISM	M1	SPCOND		17500.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	ISM	M1	SPCOND		14400.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	ISM	M1	SPCOND		21900.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	ISM	M1	SPCOND		13000.00000	UMHOS/CM	F01 						39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TDN		0.52000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TDN		0.46000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TDN		0.50000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TDN		0.53000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TDN		0.49000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TDN		0.51000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TDN		0.60000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TDN		0.50000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TDN		0.38000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TDN		0.42000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TDN		0.37000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TDN		0.35000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TDN		0.55000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TDN		0.56000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TDN		0.57000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TDN		0.58000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TDP		0.01230	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TDP		0.01520	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TDP		0.01080	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TDP		0.01230	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TDP		0.01010	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TDP		0.01060	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TDP		0.00790	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TDP		0.01270	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TDP		0.04230	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TDP		0.07600	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TDP		0.06660	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TDP		0.03820	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TDP		0.05430	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TDP		0.08120	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TDP		0.06690	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TDP		0.05550	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TN		0.82200	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TN		0.63100	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TN		0.66500	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TN		0.71800	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TN		0.79500	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TN		0.65200	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TN		0.74600	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TN		0.76600	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TN		0.85600	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TN		0.59800	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TN		0.89700	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TN		0.59500	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TN		0.79100	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TN		0.69500	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TN		0.73600	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TN		0.79000	MG/L	D04 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TON		0.51800	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TON		0.47700	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TON		0.43500	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TON		0.52000	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TON		0.58100	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TON		0.86250	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TON		0.53690	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TON		0.84220	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TON		0.56700	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TON		0.52500	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TON		0.45100	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TON		0.62400	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TON		0.51900	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TON		0.48000	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TON		0.48200	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TON		0.64300	MG/L	D02 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TP		0.08520	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TP		0.08620	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TP		0.10670	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TP		0.07390	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TP		0.06440	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TP		0.08780	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TP		0.09750	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TP		0.06670	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TP		0.04340	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TP		0.02780	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TP		0.04740	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TP		0.03310	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TP		0.03670	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TP		0.03040	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TP		0.04460	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TP		0.03320	MG/L	D01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	1	AP	D	S1	TSS		8.00000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	12	B 	D	S1	TSS		27.20000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	4	BP	D	S1	TSS		13.20000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419895	BAY675	TWQM	MAIN	MDDNR	MDDNR	CB3.1	6/29/2016	09:24:00	13.5	2.50	2.50	0.5	S 	D	S1	TSS		8.80000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	8	BP	D	S1	TSS		8.40000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	0.5	S 	D	S1	TSS		10.40000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	3	AP	D	S1	TSS		7.60000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	419938	BAY676	TWQM	MAIN	MDDNR	MDDNR	CB3.1	7/13/2016	09:26:00	14	4.50	6.50	13	B 	D	S1	TSS		12.40000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	2	AP	D	S1	TSS		8.00000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	13	B 	D	S1	TSS		9.50000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	11	BP	D	S1	TSS		9.00000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	D	S1	TSS		8.50000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	D	S1	TSS		5.60000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	D	S1	TSS		15.20000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	7	BP	D	S1	TSS		8.00000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	0.5	S 	D	S1	TSS		5.60000	MG/L	L01 	CBL					39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	0.5	S 	ISM	M1	WTEMP		27.70000	DEG C	F01 						39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	13	B 	ISM	M1	WTEMP		27.50000	DEG C	F01 						39.24950	-76.24050
CB3.1	421697	BAY679	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/31/2016	09:23:00	14	3.50	5.50	2	AP	ISM	M1	WTEMP		27.50000	DEG C	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	12	M 	ISM	M1	WTEMP		27.40000	DEG C	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	10	M 	ISM	M1	WTEMP		27.40000	DEG C	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	9	M 	ISM	M1	WTEMP		27.50000	DEG C	F01 						39.24950	-76.24050
CB3.1	421696	BAY678	TWQM	MAIN	MDDNR	MDDNR	CB3.1	8/10/2016	09:22:00	14	3.50	9.50	8	M 	ISM	M1	WTEMP		27.50000	DEG C	F01 						39.24950	-76.24050
